"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
6,14,19,327,39.14944,8.660556,2,37260,40620,37980,0,0,0.1106,0,0.1106,1,15,8,2015,15,8,2015,15,8,2015
5,13,125,1988,41.20318,8.167792,5,40440,49500,40920,0.1,0,0,0.1,0.1,0,15,8,2015,15,8,2015,15,8,2015
2,8,224,1968,37.15,8.433333,2,45900,49200,46320,0,0,0.0962,0,0.0962,0,15,8,2015,15,8,2015,15,8,2015
6,14,238,559,39.56086,8.560043,5,47640,53580,48360,0.0711,0,0,0.0711,0.0711,1,15,8,2015,15,8,2015,15,8,2015
2,8,89,588,37.05,7.898333,2,47700,54180,48300,0,0,0.143,0,0.143,0,15,8,2015,15,8,2015,15,8,2015
4,6,74,118,40.20556,8.425582,2,49020,59520,49620,0,0,0.15,0,0.15,1,15,8,2015,15,8,2015,15,8,2015
4,18,123,1072,40.58718,7.764584,5,51360,63000,51600,0.5629,0,0,0.5629,0.5629,0,15,8,2015,15,8,2015,15,8,2015
4,18,66,709,40.94068,8.001318,4,51540,54360,52080,0,1,0,1,1,0,15,8,2015,15,8,2015,15,8,2015
6,14,200,1884,39.36667,8.866667,5,52140,57000,52800,0,0.2011,0,0.2011,0.2011,0,15,8,2015,15,8,2015,15,8,2015
5,13,177,1825,41.24196,8.21543,5,52200,55800,52560,0,0.05,0,0.05,0.05,0,15,8,2015,15,8,2015,15,8,2015
4,6,228,1999,40.03302,8.587691,4,52800,66180,52920,4.569,5,0,9.569,9.569,1,15,8,2015,15,8,2015,15,8,2015
7,17,264,1242,41.30267,7.740008,5,54780,61800,54010.7481496299,0,0.8,0,0.8,0.8,0,15,8,2015,5,8,2015,15,8,2015
4,18,164,1587,40.73082,8.300034,5,55560,57420,56400,0.01,0,0,0.01,0.01,0,15,8,2015,15,8,2015,15,8,2015
2,8,224,101,37.15,8.274444,2,55920,67440,56820,0,0,0.747,0,0.747,0,15,8,2015,15,8,2015,15,8,2015
4,6,75,2631,40.08127,8.428564,5,56040,59160,56460,0,0.005,0,0.005,0.005,0,15,8,2015,15,8,2015,15,8,2015
6,14,238,559,39.56071,8.55927,5,57720,58740,58200,0.0612,0,0,0.0612,0.0612,1,15,8,2015,15,8,2015,15,8,2015
4,18,164,1894,40.70389,8.164444,5,58680,60000,58980,0,0.01,0,0.01,0.01,0,15,8,2015,15,8,2015,15,8,2015
4,18,123,1072,40.60682,7.755407,5,59220,63000,59520,0,0.045,0,0.045,0.045,0,15,8,2015,15,8,2015,15,8,2015
4,9,3,42,40.85,7.566667,5,59400,72000,59700,0,0.05,0,0.05,0.05,1,15,8,2015,15,8,2015,15,8,2015
5,13,177,953,41.11814,8.370505,5,59640,68400,60900,0,0.03,0,0.03,0.03,0,15,8,2015,15,8,2015,15,8,2015
7,17,245,2509,41.6125,7.321944,5,60000,62400,60720,0,0.01,0,0.01,0.01,1,15,8,2015,15,8,2015,15,8,2015
6,15,148,1389,38.68768,8.618737,2,60720,65400,60900,0,0,0.495,0,0.495,0,15,8,2015,15,8,2015,15,8,2015
5,13,25,832,41.30256,8.106303,5,67500,71100,68100,0,0.05,0,0.05,0.05,1,15,8,2015,15,8,2015,15,8,2015
5,3,250,665,41.64629,8.146334,2,72480,74280,72600,0,0,0.001,0,0.001,0,15,8,2015,15,8,2015,15,8,2015
7,4,97,999,41.05816,6.960207,4,81120,12060,82140,0,27.1,0,27.1,27.1,1,15,8,2015,15,8,2015,16,8,2015
4,6,101,880,40.1699,8.123723,2,84420,300,84660,0,0,1e-04,0,1e-04,0,15,8,2015,15,8,2015,16,8,2015
7,17,201,1368,41.25495,7.586735,5,84840,4800,86220,0,0.01,0,0.01,0.01,1,15,8,2015,15,8,2015,16,8,2015
4,18,261,2621,40.85635,7.740568,5,2160,6300,3300,0,0.04,0,0.04,0.04,1,16,8,2015,16,8,2015,16,8,2015
6,10,158,1979,39.3564,9.180756,2,3240,8100,4500,0,0,0.005,0,0.005,0,16,8,2015,16,8,2015,16,8,2015
2,8,210,1771,37.13333,7.85,2,4020,8100,5220,0,0,1e-04,0,1e-04,1,16,8,2015,16,8,2015,16,8,2015
6,14,167,705,39.78413,8.611023,5,6840,15060,6960,0,0.1183,0,0.1183,0.1183,1,16,8,2015,16,8,2015,16,8,2015
4,10,126,1088,39.74462,8.915137,2,21960,24660,23040,0,0,1e-04,0,1e-04,0,16,8,2015,16,8,2015,16,8,2015
4,18,213,1681,40.78314,8.151561,5,22560,27000,23700,0,0.2,0,0.2,0.2,0,16,8,2015,16,8,2015,16,8,2015
7,4,237,1208,41.13733,6.91291,5,36180,41040,36300,0,0.112,0,0.112,0.112,1,16,8,2015,16,8,2015,16,8,2015
4,10,28,1727,39.94793,8.49456,5,45900,54000,46620,0.05,0,0,0.05,0.05,1,16,8,2015,16,8,2015,16,8,2015
5,13,260,1954,41.04599,8.616017,5,49680,57600,50340,0.01,0,0,0.01,0.01,0,16,8,2015,16,8,2015,16,8,2015
3,9,69,799,40.68333,7.4,5,54840,61920,55620,0,0.02,0,0.02,0.02,0,16,8,2015,16,8,2015,16,8,2015
6,14,8,1066,39.43175,8.704178,5,55380,58920,55920,0,0.0352,0,0.0352,0.0352,1,16,8,2015,16,8,2015,16,8,2015
7,17,264,4,41.20737,7.697946,5,55800,58260,56520,0,0.01,0,0.01,0.01,1,16,8,2015,16,8,2015,16,8,2015
3,5,265,2632,39.69559,7.721982,5,57480,60000,58080,0.143,0,0,0.143,0.143,1,16,8,2015,16,8,2015,16,8,2015
6,14,207,500,39.38333,8.583333,2,60540,66300,60960,0,0,0.2525,0,0.2525,1,16,8,2015,16,8,2015,16,8,2015
5,3,70,2480,41.44312,8.013962,5,60960,69300,61500,0.05,0,0,0.05,0.05,1,16,8,2015,16,8,2015,16,8,2015
6,14,167,1920,39.69092,8.55046,5,61860,74100,62100,0,0.336,0,0.336,0.336,1,16,8,2015,16,8,2015,16,8,2015
6,10,158,2527,39.39003,9.231228,2,62460,69000,63780,0,0,0.002,0,0.002,0,16,8,2015,16,8,2015,16,8,2015
5,13,122,257,41.26481,8.611663,5,64200,72000,64680,0,0.01,0,0.01,0.01,0,16,8,2015,16,8,2015,16,8,2015
6,14,238,1268,39.50499,8.513738,5,67860,70440,68400,0.6118,0,0,0.6118,0.6118,0,16,8,2015,16,8,2015,16,8,2015
2,8,162,1171,37.05,7.75,2,68040,73500,68700,0,0,0.2214,0,0.2214,0,16,8,2015,16,8,2015,16,8,2015
4,1,36,1250,40.577,8.576009,5,74100,79800,74700,0,6e-04,0,6e-04,6e-04,1,16,8,2015,16,8,2015,16,8,2015
5,13,177,1825,41.23992,8.225595,5,74520,77100,74880,0,0.01,0,0.01,0.01,0,16,8,2015,16,8,2015,16,8,2015
4,18,236,436,40.55285,8.03142,5,79440,83460,80400,0,2e-04,0,2e-04,2e-04,1,16,8,2015,16,8,2015,16,8,2015
7,4,237,1420,41.10608,7.073634,5,2520,7260,3960,0,3e-04,0,3e-04,3e-04,1,17,8,2015,17,8,2015,17,8,2015
7,4,269,647,41.77936,7.152847,5,13260,18000,13380,0,0.02,0,0.02,0.02,0,17,8,2015,17,8,2015,17,8,2015
5,16,141,287,42.0461,8.403708,5,42540,43140,42960,0,0.002,0,0.002,0.002,0,17,8,2015,17,8,2015,17,8,2015
6,15,148,1195,38.71974,8.964003,4,46440,50340,47340,0,3.9744,0,3.9744,3.9744,1,17,8,2015,17,8,2015,17,8,2015
7,17,72,1238,41.65306,7.436389,5,47700,57000,48360,0,0.01,0,0.01,0.01,0,17,8,2015,17,8,2015,17,8,2015
6,5,220,509,39.86429,8.133987,5,48600,50040,49080,0.025,0,0,0.025,0.025,1,17,8,2015,17,8,2015,17,8,2015
3,9,104,1073,40.41194,7.581111,5,49080,50700,49500,0,0.01,0,0.01,0.01,0,17,8,2015,17,8,2015,17,8,2015
5,13,125,1988,41.20064,8.172905,5,50640,55200,50700,0.05,0,0,0.05,0.05,0,17,8,2015,17,8,2015,17,8,2015
5,13,25,887,41.26697,8.020485,5,52800,64800,53520,0.2,0.4,0,0.6,0.6,1,17,8,2015,17,8,2015,17,8,2015
4,6,176,1393,40.2563,8.25066,5,55800,66300,56640,0,0.035,0,0.035,0.035,0,17,8,2015,17,8,2015,17,8,2015
4,6,74,1674,40.18084,8.426073,2,58320,60900,58680,0,0,0.003,0,0.003,0,17,8,2015,17,8,2015,17,8,2015
4,18,164,1280,40.73092,8.198231,5,59520,76200,60060,0,0.001,0,0.001,0.001,0,17,8,2015,17,8,2015,17,8,2015
4,6,166,260,40.29522,7.903244,2,62580,66000,63420,0,0,5e-04,0,5e-04,0,17,8,2015,17,8,2015,17,8,2015
6,14,207,500,39.38333,8.583333,2,63180,66900,63900,0,0,0.0969,0,0.0969,1,17,8,2015,17,8,2015,17,8,2015
2,8,111,1263,37.16667,8.666667,5,66060,69900,66780,0,0.0042,0,0.0042,0.0042,1,17,8,2015,17,8,2015,17,8,2015
6,15,148,29,38.69915,8.941455,4,66900,76080,67320,0,4.4352,0,4.4352,4.4352,0,17,8,2015,17,8,2015,17,8,2015
5,16,244,542,41.99133,8.626735,5,66960,69660,67500,0,0.002,0,0.002,0.002,0,17,8,2015,17,8,2015,17,8,2015
3,5,63,1177,39.73454,7.318613,5,68040,78600,68520,0,0.1404,0,0.1404,0.1404,1,17,8,2015,17,8,2015,17,8,2015
3,9,184,2525,40.73333,7.066667,2,69000,73200,69480,0,0,0.02,0,0.02,0,17,8,2015,17,8,2015,17,8,2015
6,15,148,1195,38.71876,8.964198,2,73380,82800,73920,0,0,0.005,0,0.005,0,17,8,2015,17,8,2015,17,8,2015
5,13,125,2022,41.18178,8.11296,5,75180,79800,76200,0,0.02,0,0.02,0.02,1,17,8,2015,17,8,2015,17,8,2015
5,3,234,2461,41.65689,8.229872,5,75240,84000,76800,0.01,0,0,0.01,0.01,0,17,8,2015,17,8,2015,17,8,2015
5,16,29,1320,41.81834,8.483743,5,7740,12360,7800,0,0.01,0,0.01,0.01,1,18,8,2015,18,8,2015,18,8,2015
7,17,264,27,41.33693,7.723797,5,13200,19800,13560,0.03,0,0,0.03,0.03,1,18,8,2015,18,8,2015,18,8,2015
2,8,162,1171,37.05,7.7575,5,15960,19500,16740,0,0.01,0,0.01,0.01,0,18,8,2015,18,8,2015,18,8,2015
1,12,34,1211,39.13868,7.254282,2,23460,25200,23460,0,0,0.0028,0,0.0028,0,18,8,2015,18,8,2015,18,8,2015
2,8,111,1263,37.13333,8.65,5,25260,69300,61980,0,0.3005,0,0.3005,0.3005,1,18,8,2015,18,8,2015,18,8,2015
7,17,199,443,41.64558,7.73199,5,26280,31740,28500,0.5,0,0,0.5,0.5,1,18,8,2015,18,8,2015,18,8,2015
4,18,213,2458,40.75528,8.196944,5,40200,47940,40380,0.15,0,0,0.15,0.15,0,18,8,2015,18,8,2015,18,8,2015
4,10,126,2558,39.87868,8.963142,2,40440,43200,40680,0,0,0.02,0,0.02,0,18,8,2015,18,8,2015,18,8,2015
5,13,90,1572,41.34,8.267502,5,43740,47160,44400,0,0.02,0,0.02,0.02,0,18,8,2015,18,8,2015,18,8,2015
5,18,73,1780,41.07312,8.124802,5,48960,62520,49560,0,0.1,0,0.1,0.1,1,18,8,2015,18,8,2015,18,8,2015
1,2,159,1889,37.55,8.716667,2,49800,60900,50400,0,0,0.249,0,0.249,0,18,8,2015,18,8,2015,18,8,2015
6,14,1,1848,39.42688,8.213272,2,50580,54120,51000,0,0,0.0056,0,0.0056,1,18,8,2015,18,8,2015,18,8,2015
5,16,141,1635,42.03785,8.459227,5,50760,59400,50760,1e-04,0,0,1e-04,1e-04,0,18,8,2015,18,8,2015,18,8,2015
4,1,85,2530,40.75354,8.59414,5,50820,57000,51300,0,0.017,0,0.017,0.017,0,18,8,2015,18,8,2015,18,8,2015
4,6,228,2030,40.03408,8.52886,5,51960,55020,52860,0.187,0.19,0.11,0.377,0.487,0,18,8,2015,18,8,2015,18,8,2015
4,10,175,902,39.91901,8.232978,5,52080,57300,52440,0,0.01,0,0.01,0.01,0,18,8,2015,18,8,2015,18,8,2015
6,14,60,1464,39.16667,8.833333,4,52320,66240,52860,2.3677,0,0,2.3677,2.3677,1,18,8,2015,18,8,2015,18,8,2015
4,6,228,1656,40.07485,8.700511,5,52980,61500,54060,0.08,0,0,0.08,0.08,1,18,8,2015,18,8,2015,18,8,2015
5,13,253,2571,41.30578,8.720105,4,54480,62280,55080,0.98,0.52,0,1.5,1.5,0,18,8,2015,18,8,2015,18,8,2015
5,13,25,887,41.26672,8.02004,5,54780,63900,55680,0,0.02,0,0.02,0.02,0,18,8,2015,18,8,2015,18,8,2015
5,13,177,1141,41.19906,8.269938,2,55440,65100,55800,0,0,0.08,0,0.08,0,18,8,2015,18,8,2015,18,8,2015
5,13,90,1393,41.3738,8.255061,5,56640,58920,56820,0,0.005,0,0.005,0.005,0,18,8,2015,18,8,2015,18,8,2015
5,13,122,1199,41.25828,8.641077,5,57000,63240,57780,0.15,0,0,0.15,0.15,0,18,8,2015,18,8,2015,18,8,2015
7,17,245,1939,41.60104,7.428145,5,57300,60900,57900,0,0.001,0,0.001,0.001,0,18,8,2015,18,8,2015,18,8,2015
5,16,244,542,41.99133,8.626735,5,57540,63000,57960,0,0.005,0,0.005,0.005,0,18,8,2015,18,8,2015,18,8,2015
4,6,74,534,40.17143,8.383171,2,57660,60900,58200,0,0,0.002,0,0.002,0,18,8,2015,18,8,2015,18,8,2015
5,13,90,1572,41.34407,8.27435,4,60840,68400,60960,1,0,0,1,1,0,18,8,2015,18,8,2015,18,8,2015
4,10,175,902,39.92656,8.222018,5,60960,70320,61260,0,0.086,0,0.086,0.086,1,18,8,2015,18,8,2015,18,8,2015
5,18,73,2042,41.04133,8.071547,4,63000,78120,63600,0,6,0,6,6,0,18,8,2015,18,8,2015,18,8,2015
3,5,63,512,39.85925,7.498517,2,63300,65700,63840,0,0,4e-04,0,4e-04,0,18,8,2015,18,8,2015,18,8,2015
5,13,90,1460,41.38192,8.229971,5,63360,68280,63480,0.01,0,0,0.01,0.01,0,18,8,2015,18,8,2015,18,8,2015
4,18,270,1880,40.63983,7.941617,4,64020,82020,64380,1,9,0,10,10,1,18,8,2015,18,8,2015,18,8,2015
4,18,261,2079,40.89509,7.748647,5,64200,67200,64620,0,0.03,0,0.03,0.03,1,18,8,2015,18,8,2015,18,8,2015
5,13,125,1988,41.19558,8.164128,5,64680,69600,64800,0,0.01,0,0.01,0.01,0,18,8,2015,18,8,2015,18,8,2015
6,14,235,947,39.59694,8.358056,5,64740,66600,65340,0,0.3553,0,0.3553,0.3553,1,18,8,2015,18,8,2015,18,8,2015
7,4,13,545,41.29374,6.928543,5,65280,73560,65700,0,0.032,0,0.032,0.032,1,18,8,2015,18,8,2015,18,8,2015
4,6,166,1885,40.30739,7.868444,5,67560,73860,68400,0.03,0,0,0.03,0.03,0,18,8,2015,18,8,2015,18,8,2015
1,12,56,1256,39.03732,7.112383,2,70380,85200,70860,0,0,0.674,0,0.674,0,18,8,2015,18,8,2015,18,8,2015
4,18,66,642,40.9395,7.844575,5,74940,82260,76860,0,0.001,0,0.001,0.001,0,18,8,2015,18,8,2015,18,8,2015
4,6,57,2050,40.32678,8.746155,5,77100,82200,77820,0.01,0,0,0.01,0.01,1,18,8,2015,18,8,2015,18,8,2015
5,13,125,1988,41.19865,8.166876,5,77520,300,78600,0.5,0.1,0,0.6,0.6,1,18,8,2015,18,8,2015,19,8,2015
2,8,224,1968,37.13333,8.416667,5,78360,82200,79320,0,0.0129,0,0.0129,0.0129,0,18,8,2015,18,8,2015,18,8,2015
4,18,164,1280,40.73083,8.177778,5,78540,85800,78900,0,0.05,0,0.05,0.05,1,18,8,2015,18,8,2015,18,8,2015
7,4,237,22,41.14851,7.086055,5,81600,84240,81720,0,0.018,0,0.018,0.018,1,18,8,2015,18,8,2015,18,8,2015
5,16,29,1320,41.81834,8.483743,5,84120,60,84660,0,0.01,0,0.01,0.01,1,18,8,2015,18,8,2015,19,8,2015
5,16,141,313,42.06047,8.418267,5,3720,7200,4500,0.02,0,0,0.02,0.02,0,19,8,2015,19,8,2015,19,8,2015
4,18,150,1976,40.42383,8.228566,5,8340,14400,8760,0.15,0,0,0.15,0.15,0,19,8,2015,19,8,2015,19,8,2015
5,3,88,1937,41.53472,8.201387,5,9660,16800,10800,0.02,0.03,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
5,3,50,2085,41.48333,8.416667,5,11220,19800,12300,0,0.1,0,0.1,0.1,1,19,8,2015,19,8,2015,19,8,2015
4,6,166,1239,40.33539,7.908347,5,14100,21000,15000,0.1,0,0,0.1,0.1,1,19,8,2015,19,8,2015,19,8,2015
4,10,185,1457,39.9353,8.691165,5,15180,17880,16080,0.001,0,0,0.001,0.001,1,19,8,2015,19,8,2015,19,8,2015
5,13,177,1083,41.17788,8.28849,5,20700,26400,21300,0.3,0,0,0.3,0.3,0,19,8,2015,19,8,2015,19,8,2015
4,18,270,1880,40.63983,7.941617,5,25020,32220,25500,0.1,0,0,0.1,0.1,0,19,8,2015,19,8,2015,19,8,2015
5,13,122,869,41.26342,8.64106,5,35700,43200,36300,0.15,0,0,0.15,0.15,0,19,8,2015,19,8,2015,19,8,2015
4,18,213,439,40.8516,8.167518,5,37320,48600,38400,0,0.02,0,0.02,0.02,0,19,8,2015,19,8,2015,19,8,2015
4,6,147,1421,40.18523,8.585186,2,39420,48900,40500,0,0,0.017,0,0.017,0,19,8,2015,19,8,2015,19,8,2015
2,8,224,1827,37.36667,8.35,2,39480,44820,39540,0,0,0.01,0,0.01,0,19,8,2015,19,8,2015,19,8,2015
4,6,147,196,40.27723,8.675588,5,40260,43920,40800,0.01,0,0,0.01,0.01,1,19,8,2015,19,8,2015,19,8,2015
5,3,107,1891,41.48591,8.259491,5,40320,51600,40860,0,0.1,0,0.1,0.1,0,19,8,2015,19,8,2015,19,8,2015
5,16,187,831,41.65601,8.588227,5,42120,46320,42300,0.03,0.01,0,0.04,0.04,1,19,8,2015,19,8,2015,19,8,2015
1,2,151,1743,38.08333,7.116667,2,42600,43800,43440,0,0,0.03,0,0.03,0,19,8,2015,19,8,2015,19,8,2015
7,17,264,1242,41.30631,7.737033,5,42660,45000,42900,0,0.05,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
5,13,90,353,41.32804,8.143559,2,43200,46500,43440,0,0,0.02,0,0.02,0,19,8,2015,19,8,2015,19,8,2015
5,3,107,371,41.45575,8.363747,5,45000,49200,45180,0,0.02,0,0.02,0.02,0,19,8,2015,19,8,2015,19,8,2015
5,13,122,869,41.26187,8.638378,5,46200,52860,46800,0.5,0,0,0.5,0.5,0,19,8,2015,19,8,2015,19,8,2015
3,5,63,1236,39.98164,7.529578,5,46320,51300,48240,4e-04,0,0,4e-04,4e-04,0,19,8,2015,19,8,2015,19,8,2015
5,3,234,2461,41.65544,8.233382,5,46680,50460,47400,0,0.02,0,0.02,0.02,0,19,8,2015,19,8,2015,19,8,2015
4,1,163,552,40.91874,8.437025,4,46920,53100,47400,0,1.014,0,1.014,1.014,0,19,8,2015,19,8,2015,19,8,2015
4,18,213,1681,40.77111,8.145833,4,46980,60180,47280,1.6,4.5,0,6.1,6.1,0,19,8,2015,19,8,2015,19,8,2015
5,3,26,878,41.65329,8.311428,2,46980,57300,47580,0,0,0.003,0,0.003,0,19,8,2015,19,8,2015,19,8,2015
6,11,38,262,39.07359,8.90748,1,48600,52200,49080,0,0.002,0,0.002,0.002,0,19,8,2015,19,8,2015,19,8,2015
6,14,200,233,39.31306,8.837778,5,50580,55800,51180,0,0.013,0,0.013,0.013,0,19,8,2015,19,8,2015,19,8,2015
4,10,175,902,39.91942,8.234668,5,50880,52560,51180,0.04,0.02,0,0.06,0.06,0,19,8,2015,19,8,2015,19,8,2015
5,13,122,1139,41.20935,8.594928,5,52200,60600,52800,0,0.02,0,0.02,0.02,0,19,8,2015,19,8,2015,19,8,2015
5,3,70,1166,41.41941,7.991275,4,52380,83100,52800,17,65,0,82,82,1,19,8,2015,19,8,2015,19,8,2015
3,9,104,2679,40.48333,7.633333,5,52740,57600,53040,0.01,0,0,0.01,0.01,0,19,8,2015,19,8,2015,19,8,2015
5,3,107,1708,41.51155,8.285234,5,52920,57660,53700,0.5,0,0,0.5,0.5,0,19,8,2015,19,8,2015,19,8,2015
5,18,73,2042,41.01095,8.057874,4,54540,69900,55020,0,1.2,0,1.2,1.2,0,19,8,2015,19,8,2015,19,8,2015
7,17,72,1860,41.70306,7.490833,4,56280,58320,57060,0,1,0,1,1,1,19,8,2015,19,8,2015,19,8,2015
5,3,40,1351,41.45676,8.686175,5,58500,70200,59280,0,0.2,0,0.2,0.2,0,19,8,2015,19,8,2015,19,8,2015
7,17,143,681,41.36557,7.834458,5,59640,69000,60540,0,0.6,0,0.6,0.6,0,19,8,2015,19,8,2015,19,8,2015
5,13,90,1460,41.38192,8.229971,5,59880,61800,60300,0,0.01,0,0.01,0.01,0,19,8,2015,19,8,2015,19,8,2015
5,13,125,1758,41.21737,8.145412,5,60240,68400,60600,0.2,0,0,0.2,0.2,0,19,8,2015,19,8,2015,19,8,2015
5,3,266,621,41.75,8.4,5,63540,69300,64140,0,0.03,0,0.03,0.03,0,19,8,2015,19,8,2015,19,8,2015
4,10,175,902,39.92053,8.235442,5,64320,73800,64800,0.02,0.03,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
6,14,46,320,38.90156,8.674673,5,68220,73800,69000,0,0.0375,0,0.0375,0.0375,0,19,8,2015,19,8,2015,19,8,2015
5,16,29,1319,41.7983,8.482068,5,68520,71160,69000,0,0.05,0,0.05,0.05,1,19,8,2015,19,8,2015,19,8,2015
6,14,200,1091,39.26972,8.823611,5,68700,76800,69480,0,0.8329,0,0.8329,0.8329,0,19,8,2015,19,8,2015,19,8,2015
5,16,186,1237,41.7885,8.421587,5,69060,71940,69900,0,0.5,0,0.5,0.5,1,19,8,2015,19,8,2015,19,8,2015
5,13,177,1362,41.11702,8.289385,5,70800,75600,70920,0.05,0,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
6,14,207,169,39.43674,8.719435,5,71040,73560,71400,0.1974,0,0,0.1974,0.1974,1,19,8,2015,19,8,2015,19,8,2015
5,13,122,869,41.26304,8.638648,5,72900,78600,73140,0,0.025,0,0.025,0.025,0,19,8,2015,19,8,2015,19,8,2015
5,3,193,2090,41.57981,8.201452,5,74940,84900,76500,0,0.24,0,0.24,0.24,0,19,8,2015,19,8,2015,19,8,2015
5,3,88,1514,41.43155,8.135626,5,75240,82200,75900,0.03,0.02,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
5,13,90,1460,41.38018,8.202213,5,76320,80940,76620,0,0.05,0,0.05,0.05,0,19,8,2015,19,8,2015,19,8,2015
4,10,175,1383,39.96185,8.185778,5,76740,81300,77400,0,0.02,0,0.02,0.02,1,19,8,2015,19,8,2015,19,8,2015
5,3,250,2559,41.62142,8.150732,5,78120,82800,78300,0.1,0.13,0,0.23,0.23,1,19,8,2015,19,8,2015,19,8,2015
5,3,193,1953,41.61532,8.215981,2,78780,84300,79500,0,0,0.05,0,0.05,0,19,8,2015,19,8,2015,19,8,2015
7,17,72,1660,41.7875,7.211111,5,79080,14400,79680,0,0.5,0,0.5,0.5,0,19,8,2015,19,8,2015,20,8,2015
5,13,177,1825,41.24213,8.214792,5,84060,1800,84600,0,0.1,0,0.1,0.1,0,19,8,2015,19,8,2015,20,8,2015
5,13,177,1083,41.19411,8.284848,2,85500,1800,85800,0,0,0.06,0,0.06,0,19,8,2015,19,8,2015,20,8,2015
6,14,238,1643,39.47419,8.527475,2,1080,3360,1200,0,0,0.0055,0,0.0055,1,20,8,2015,20,8,2015,20,8,2015
5,13,39,178,41.11169,8.040117,4,1200,18300,2700,0,2.23,0,2.23,2.23,1,20,8,2015,20,8,2015,20,8,2015
4,10,175,902,39.91987,8.246195,5,2940,6180,3900,0.04,0.06,0,0.1,0.1,0,20,8,2015,20,8,2015,20,8,2015
4,1,163,1441,40.78353,8.484977,2,3480,6300,3900,0,0,0.001,0,0.001,0,20,8,2015,20,8,2015,20,8,2015
4,18,164,1894,40.70752,8.166258,5,22320,25740,22320,0.2,0,0,0.2,0.2,0,20,8,2015,20,8,2015,20,8,2015
5,18,73,797,41.03078,8.198531,5,22620,30000,23700,0,0.05,0,0.05,0.05,1,20,8,2015,20,8,2015,20,8,2015
2,8,110,957,37.13333,8.466667,2,29040,33600,29400,0,0,0.1947,0,0.1947,0,20,8,2015,20,8,2015,20,8,2015
3,9,240,2657,40.7,7.25,5,34200,41400,34440,0,0.025,0,0.025,0.025,0,20,8,2015,20,8,2015,20,8,2015
5,13,260,1954,41.04599,8.616017,5,35520,44580,36600,0.01,0,0,0.01,0.01,0,20,8,2015,20,8,2015,20,8,2015
7,9,259,835,41.08314,7.1896,5,37260,45000,37980,0,0.5,0,0.5,0.5,0,20,8,2015,20,8,2015,20,8,2015
6,15,17,453,38.63535,9.213425,5,39720,42660,40380,0,0.001,0,0.001,0.001,0,20,8,2015,20,8,2015,20,8,2015
6,14,235,1379,39.63667,8.434167,5,44100,48600,44280,0,0.0388,0,0.0388,0.0388,1,20,8,2015,20,8,2015,20,8,2015
4,18,66,1215,40.95135,7.909845,4,44100,57420,45000,0,2,0,2,2,0,20,8,2015,20,8,2015,20,8,2015
4,1,129,1037,40.38333,8.4,5,48900,50460,49200,0.248,0,0,0.248,0.248,0,20,8,2015,20,8,2015,20,8,2015
5,3,70,1166,41.41941,7.991275,4,48900,11400,48960,5,16,0,21,21,0,20,8,2015,20,8,2015,21,8,2015
5,13,177,1394,41.1952,8.290667,5,49440,53100,49860,0,0.05,0,0.05,0.05,0,20,8,2015,20,8,2015,20,8,2015
7,17,183,1025,41.18924,7.81492,5,49500,51300,50100,0,0.02,0,0.02,0.02,0,20,8,2015,20,8,2015,20,8,2015
5,16,29,891,41.89759,8.385002,5,51060,64080,51780,0,0.1,0,0.1,0.1,1,20,8,2015,20,8,2015,20,8,2015
5,3,70,1579,41.44929,8.040505,5,51660,62760,52020,0,0.2,0,0.2,0.2,1,20,8,2015,20,8,2015,20,8,2015
5,3,50,2085,41.49556,8.405,5,54000,58800,54720,0,0.01,0,0.01,0.01,0,20,8,2015,20,8,2015,20,8,2015
6,14,71,2481,39.23548,8.455535,4,54480,61440,55740,2,4.4,0,6.4,6.4,1,20,8,2015,20,8,2015,20,8,2015
6,14,1,150,39.45417,8.013056,4,54900,67800,55800,2.0573,0.1,0,2.1573,2.1573,1,20,8,2015,20,8,2015,20,8,2015
5,16,141,1019,42.0235,8.452082,5,55620,63000,55800,0.03,0,0,0.03,0.03,0,20,8,2015,20,8,2015,20,8,2015
5,13,253,1143,41.31473,8.720705,5,55800,61560,56100,0.1,0.55,0,0.65,0.65,0,20,8,2015,20,8,2015,20,8,2015
5,16,186,1237,41.7885,8.421587,5,55920,65400,56460,0.25,0.25,0,0.5,0.5,0,20,8,2015,20,8,2015,20,8,2015
6,14,46,1653,38.90167,8.851667,2,56280,59460,56640,0,0,0.1407,0,0.1407,1,20,8,2015,20,8,2015,20,8,2015
5,3,50,2085,41.49556,8.455556,5,56400,58500,56520,0,0.02,0,0.02,0.02,0,20,8,2015,20,8,2015,20,8,2015
5,16,29,1319,41.7983,8.482068,5,57420,64680,57420,0.15,0,0,0.15,0.15,1,20,8,2015,20,8,2015,20,8,2015
